variable,arguments,operators,expressions,loops,operands,exceptions,exception_clause,mccable_complex,id
3,0,3,3,0,3,0,0,0,47023
22,0,21,21,3,22,0,0,10,40940
22,0,24,24,4,22,0,0,8,56357
10,0,17,17,2,10,0,0,5,63056
2,0,2,2,0,2,0,0,0,64935
40,4,80,80,9,42,0,0,31,72322
9,0,14,14,2,9,0,1,6,59129
29,1,48,48,5,37,0,1,2,66830
12,0,7,7,0,12,0,0,4,66733
11,0,1,1,1,11,0,0,0,64636
30,5,47,47,12,32,0,0,22,75542
13,0,25,25,4,13,0,0,8,51537
11,0,13,13,0,11,0,0,1,49131
4,0,4,4,0,4,0,0,4,53432
8,0,12,12,0,8,0,0,6,64038
3,0,2,2,0,3,0,0,3,55730
11,0,9,9,1,11,0,0,0,44444
13,0,9,9,2,13,0,1,7,59824
2,2,10,10,2,4,0,0,3,71745
26,0,23,23,4,26,0,0,2,60431
13,5,39,39,2,14,0,0,9,73640
23,1,35,35,7,24,0,0,20,71846
4,3,7,7,1,5,0,1,1,45728
9,6,23,23,2,11,0,0,0,48453
5,0,6,6,0,5,0,0,3,38851
24,2,65,65,4,25,0,0,19,70429
9,0,9,9,1,9,0,1,2,55833
18,11,34,34,0,21,0,0,3,63658
6,0,1,1,0,6,0,0,0,41321
8,0,8,8,0,8,0,0,0,48682
15,0,8,8,0,15,0,0,1,38911
4,0,4,4,1,4,0,0,3,43364
4,0,4,4,0,4,0,0,3,44996
11,0,4,4,1,11,0,0,0,55973
11,0,8,8,1,11,0,0,3,52010
2,0,4,4,0,2,0,0,7,63718
9,0,8,8,0,10,0,0,4,63489
10,0,11,11,0,10,0,0,0,57876
8,2,7,7,2,9,0,0,0,50284
13,0,15,15,1,13,0,0,2,65185
13,0,14,14,2,13,0,0,0,65214
9,0,8,8,2,9,0,0,0,73803
30,1,41,41,2,31,0,0,7,67311
25,4,24,24,6,29,0,1,6,71906
17,0,31,31,2,24,0,0,0,58999
3,2,24,24,0,8,0,0,19,71594
26,0,35,35,4,26,0,0,12,42008
12,0,9,9,2,12,0,0,0,51279
23,0,26,26,4,23,0,0,9,69192
12,0,22,22,2,12,0,1,11,64178
9,0,10,10,1,9,0,0,5,46401
13,1,4,4,0,14,0,0,0,38583
13,2,10,10,1,14,0,0,6,38612
6,0,3,3,0,6,0,0,2,44695
8,0,15,15,2,8,0,0,3,59964
21,0,18,18,2,23,0,0,3,71714
26,4,51,51,8,28,0,0,13,62565
18,4,24,24,6,20,0,0,0,69312
7,0,4,4,0,7,0,0,3,57664
13,0,16,16,1,13,0,0,7,59875
1,5,5,5,0,2,0,0,2,48890
7,0,3,3,0,7,0,0,0,59776
16,0,14,14,2,16,0,0,2,48793
16,3,28,28,5,17,0,0,10,52101
11,0,14,14,1,11,0,0,3,44887
5,0,3,3,1,5,0,0,2,38800
8,0,5,5,1,8,0,0,0,57967
15,0,12,12,4,15,0,0,11,41370
11,0,10,10,2,11,0,0,3,63609
44,3,80,80,6,45,0,0,30,56699
4,3,6,6,0,5,0,0,5,73912
13,2,21,21,5,14,0,0,3,74071
10,0,12,12,1,10,0,0,8,65094
6,0,9,9,0,6,0,0,5,45779
12,2,39,39,0,13,0,0,16,67191
9,0,10,10,1,9,0,0,2,58888
13,0,14,14,1,13,0,0,4,56448
12,0,7,7,4,12,0,0,5,76034
20,7,45,45,0,25,0,0,23,71957
14,0,11,11,1,16,0,0,2,38940
18,1,13,13,2,22,0,0,0,70538
4,0,1,1,0,4,0,0,0,41230
13,0,7,7,4,13,0,0,2,63749
12,0,10,10,1,12,0,0,2,57724
18,0,64,64,5,18,0,0,2,64129
16,0,11,11,1,16,0,0,5,44555
14,3,29,29,3,16,0,0,12,55621
13,0,8,8,1,13,0,0,6,38643
3,0,8,8,0,3,0,0,6,59935
9,0,7,7,1,9,0,0,3,60520
17,0,10,10,2,17,0,0,2,71654
14,0,16,16,3,14,0,0,5,62425
4,0,4,4,0,4,0,1,0,62904
8,2,8,8,2,9,0,0,2,76187
11,0,16,16,1,11,0,0,4,44874
4,0,1,1,0,4,0,0,0,43286
8,0,15,15,1,8,0,0,2,59785
4,0,6,6,0,4,0,0,0,59414
7,0,7,7,1,7,0,0,1,57506
5,0,4,4,0,5,0,0,2,38461
5,0,3,3,0,5,0,0,0,69070
7,0,1,1,0,7,0,0,0,62607
17,0,22,22,3,17,0,0,3,69130
6,0,7,7,0,6,0,0,0,62747
2,0,1,1,0,2,0,0,0,48923
7,0,5,5,1,7,0,0,6,55543
6,0,4,4,0,6,0,0,5,44637
18,0,35,35,4,18,0,0,5,52323
6,0,12,12,0,6,0,0,7,44934
17,0,62,62,4,18,0,0,0,59554
12,4,16,16,2,13,0,0,4,48620
16,0,16,16,1,22,0,0,2,65127
7,0,3,3,0,7,0,0,0,60941
18,0,22,22,2,18,0,0,5,65036
17,0,12,12,5,17,0,0,0,74342
15,0,18,18,3,15,0,1,3,67133
25,8,39,39,5,26,0,0,9,73522
8,0,9,9,1,8,0,0,2,57557
11,0,8,8,2,11,0,0,0,48832
12,0,10,10,1,12,0,0,5,55452
20,12,28,28,3,23,0,0,9,57786
18,0,52,52,8,18,0,0,10,48972
7,1,9,9,2,8,0,0,3,55683
6,0,4,4,1,6,0,0,0,55512
16,0,13,13,2,16,0,0,6,44666
31,2,46,46,6,32,0,0,13,70908
31,1,64,64,5,33,0,0,30,71567
4,0,3,3,0,4,0,0,0,60613
15,5,27,27,3,18,0,0,3,69161
10,0,6,6,2,10,0,0,0,56878
8,0,6,6,0,8,0,0,1,73462
13,12,18,18,4,15,0,1,4,74202
23,0,99,99,14,23,0,0,32,74193
21,3,27,27,3,23,0,0,11,65176
27,2,32,32,3,28,0,0,7,67073
5,0,10,10,1,5,0,0,7,52372
13,0,19,19,1,13,0,0,2,55980
24,13,50,50,6,27,0,0,10,44965
12,1,9,9,3,13,0,0,5,43397
1,0,1,1,0,1,0,0,0,48671
11,0,16,16,1,11,0,0,0,57885
11,8,45,45,2,13,0,0,3,41292
27,6,34,34,6,29,0,0,8,43090
6,0,3,3,0,6,0,0,3,38974
5,0,18,18,1,5,0,0,3,41204
2,0,2,2,0,2,0,0,0,50170
13,0,8,8,1,13,0,0,2,47499
13,0,19,19,1,13,0,0,15,62883
7,14,53,53,1,12,0,0,10,73866
18,2,20,20,2,20,0,0,0,74105
8,0,3,3,1,8,0,0,0,60986
8,0,23,23,0,8,0,0,3,67374
12,0,20,20,2,12,0,0,4,76000
7,0,6,6,2,7,0,0,2,49919
4,0,4,4,0,4,0,0,0,53088
8,0,9,9,1,8,0,0,0,60514
57,19,122,122,16,68,0,1,40,71660
7,0,2,2,0,7,0,0,0,40168
15,0,18,18,1,15,0,0,6,46464
13,0,8,8,1,13,0,0,0,57710
22,4,26,26,4,22,0,0,10,57481
6,0,12,12,0,6,0,0,3,55584
4,0,2,2,0,4,0,0,0,66389
11,8,31,31,1,13,0,0,10,66018
25,5,38,38,5,26,0,0,20,38737
15,0,7,7,0,15,0,0,0,59841
2,0,2,2,0,2,0,0,0,47648
12,2,22,22,3,13,0,0,2,74045
17,0,21,21,2,17,0,0,9,76140
5,0,3,3,0,5,0,0,0,59742
21,0,24,24,2,21,0,0,4,48436
8,0,4,4,1,8,0,0,0,61738
8,0,7,7,1,8,0,0,2,57953
15,0,10,10,1,15,0,0,2,65220
11,2,12,12,2,12,0,0,4,73837
11,4,19,19,1,12,0,0,15,47759
14,0,18,18,2,14,0,0,0,67325
12,0,8,8,2,12,0,0,0,76051
22,8,40,40,5,29,0,1,11,71932
10,0,12,12,2,10,0,0,0,48527
4,0,1,1,0,4,0,0,0,61629
13,0,6,6,1,13,0,0,2,38925
21,0,25,25,2,21,0,0,8,43350
11,0,4,4,2,11,0,0,0,72458
6,0,4,4,0,6,0,0,1,41255
9,0,6,6,1,9,0,0,0,50121
4,4,18,18,1,4,0,0,6,75238
10,2,16,16,1,17,0,0,0,46435
9,0,3,3,0,9,0,0,0,57741
12,0,5,5,1,12,0,0,2,38626
18,3,33,33,6,20,0,0,7,44530
21,3,47,47,2,22,0,0,19,55644
13,0,9,9,1,13,0,1,3,60545
6,0,3,3,0,6,0,0,0,53348
10,0,8,8,1,10,0,0,0,73734
10,0,11,11,2,10,0,0,4,39898
14,0,6,6,3,14,0,0,0,60405
10,2,35,35,0,11,0,0,11,62500
7,1,18,18,1,7,0,0,5,75378
2,0,1,1,0,2,0,0,1,38766
12,1,13,13,2,13,0,0,4,55704
9,0,9,9,1,9,0,0,3,59810
29,4,48,48,8,31,0,0,20,59482
6,0,10,10,0,6,0,0,5,38865
20,1,42,42,4,21,0,0,4,55807
21,2,22,22,3,23,0,0,0,72518
16,0,12,12,4,16,0,0,4,72689
2,0,2,2,0,2,0,0,0,57902
6,0,9,9,0,6,0,0,11,41315
32,59,76,76,12,48,0,0,10,73977
12,0,31,31,3,12,0,0,7,62992
18,0,40,40,1,18,0,0,5,47619
3,0,3,3,0,3,0,0,0,47588
42,5,121,121,20,49,0,1,81,71872
22,1,34,34,9,24,0,0,10,76111
25,0,41,41,4,25,0,1,18,60897
19,0,24,24,5,19,0,0,3,67265
20,0,30,30,9,28,0,0,18,54468
2,0,0,0,0,2,0,0,0,49808
20,0,31,31,4,20,0,0,8,71553
20,2,16,16,5,22,0,0,11,49529
29,11,54,54,6,34,0,0,31,73456
16,2,21,21,2,17,0,0,6,62722
6,0,3,3,0,6,0,0,0,57423
6,0,6,6,1,6,0,0,0,46757
3,0,2,2,0,3,0,0,0,48946
10,0,5,5,0,10,0,0,0,38544
7,0,7,7,1,7,0,0,3,52346
13,0,16,16,3,13,0,0,4,43032
12,0,6,6,2,12,0,0,2,46854
6,0,3,3,0,6,0,0,0,41137
3,0,1,1,0,3,0,0,0,74236
4,0,6,6,0,4,0,0,0,62821
15,0,22,22,1,15,0,0,6,65142
3,0,3,3,0,3,0,0,3,39628
20,5,22,22,2,23,0,1,5,60924
19,0,19,19,1,19,0,0,0,67047
8,0,8,8,2,8,0,0,3,65002
-1,7,8,8,0,1,0,0,0,62961
24,0,19,19,0,24,0,0,1,73984
12,0,9,9,2,12,0,0,0,67107
9,0,14,14,1,9,0,0,4,52197
11,0,7,7,0,11,0,0,0,38896
13,1,11,11,0,14,0,0,4,48705
28,11,65,65,9,31,0,0,12,68379
16,0,13,13,2,16,0,0,3,46914
10,0,15,15,2,10,0,0,2,50303
10,0,7,7,1,10,0,0,4,50092
6,0,14,14,0,6,0,0,7,44483
12,0,7,7,0,12,0,0,0,55466
7,0,9,9,1,7,0,0,5,38795
13,0,10,10,4,13,0,0,4,54809
10,0,16,16,1,11,0,0,5,60767
21,3,33,33,3,22,0,0,3,69015
21,0,19,19,3,21,0,0,0,73516
20,0,22,22,3,20,0,0,10,72868
14,0,27,27,4,21,0,0,2,38515
20,0,23,23,3,21,0,0,2,38684
10,0,6,6,0,10,0,0,3,44603
14,2,13,13,3,15,0,0,1,71693
24,4,38,38,4,31,0,0,10,71502
7,0,8,8,0,7,0,0,0,60676
3,0,3,3,0,3,0,0,3,54918
9,0,14,14,0,9,0,1,7,49578
17,1,16,16,3,21,0,0,1,69295
13,0,13,13,0,13,0,0,0,65113
12,0,35,35,3,12,0,0,11,65282
12,0,7,7,1,12,0,0,2,62870
12,0,11,11,2,12,0,0,3,39679
38,5,64,64,4,45,0,0,7,71990
21,7,43,43,3,23,0,0,20,60975
2,0,0,0,0,2,0,0,0,38987
16,0,15,15,2,16,0,0,2,52317
14,0,9,9,1,14,0,0,0,52086
21,7,72,72,3,22,0,1,19,48614
19,0,11,11,2,19,0,0,4,50212
3,0,4,4,0,3,0,0,0,50183
25,1,32,32,5,25,0,0,14,44840
11,0,19,19,0,11,0,0,9,43123
20,0,22,22,4,20,0,0,13,68328
13,0,13,13,1,13,0,1,3,46945
15,1,17,17,5,15,0,0,4,74327
7,0,3,3,0,7,0,0,0,67156
11,0,13,13,1,11,0,0,3,39739
17,0,5,5,1,17,0,1,0,60736
29,1,47,47,6,30,0,0,22,71442
15,0,15,15,4,15,0,0,10,49438
7,0,4,4,1,7,0,0,2,62633
7,1,11,11,1,8,0,0,6,57532
10,15,32,32,5,15,0,0,10,48857
5,0,5,5,0,5,0,0,4,38455
26,0,19,19,3,26,0,0,3,44743
20,0,22,22,1,20,0,0,0,55437
17,0,18,18,2,17,0,0,14,69055
17,0,15,15,1,17,0,0,2,73556
16,0,20,20,5,16,0,0,13,49429
17,0,15,15,3,17,0,0,9,48846
2,0,2,2,0,2,0,0,1,55426
7,1,10,10,1,8,0,0,3,57523
18,0,21,21,3,18,0,0,12,46657
10,0,10,10,1,10,0,0,0,46954
12,0,16,16,1,12,0,0,10,59431
15,0,10,10,2,15,0,0,2,48745
12,0,8,8,0,12,0,0,0,67147
1,1,3,3,0,1,0,0,0,74336
3,0,3,3,0,3,0,0,0,62921
17,0,22,22,1,17,0,0,2,65042
7,0,3,3,1,7,0,0,2,67396
20,8,35,35,4,23,0,0,13,60964
11,0,11,11,2,11,0,0,0,39668
20,11,26,26,4,23,0,0,14,68279
19,0,25,25,2,19,0,0,8,41177
14,0,18,18,0,14,0,0,0,46814
8,0,4,4,0,8,0,0,1,38996
13,0,55,55,1,13,0,0,9,52306
19,9,33,33,5,22,0,0,16,52097
16,2,60,60,3,17,0,0,6,59571
13,0,21,21,4,13,0,0,5,38504
6,3,8,8,0,6,0,0,1,38695
8,0,15,15,1,8,0,0,9,44583
11,1,10,10,0,13,0,0,3,44612
6,0,6,6,0,6,0,1,0,62762
14,0,15,15,3,14,0,0,0,60667
6,0,3,3,0,6,0,0,4,44703
9,0,6,6,1,9,0,0,2,38415
11,0,9,9,3,11,0,0,2,61888
7,0,8,8,1,7,0,0,3,57572
4,0,13,13,0,4,0,0,3,46597
42,7,79,79,10,46,0,0,48,72968
13,9,39,39,8,15,0,1,3,73507
14,0,9,9,1,14,0,0,0,71793
14,0,22,22,4,14,0,0,15,71402
4,2,13,13,2,5,0,0,6,71890
9,0,3,3,0,9,0,0,0,67116
31,0,44,44,4,31,0,0,12,60875
17,2,36,36,6,19,0,0,8,73995
21,3,19,19,5,24,0,0,5,74367
14,0,7,7,2,14,0,0,1,68368
16,0,10,10,1,16,0,0,2,41066
15,3,18,18,2,16,0,0,5,43163
16,21,64,64,7,18,0,0,13,38887
13,0,20,20,1,13,0,0,18,59460
15,0,4,4,0,15,0,0,0,48485
6,0,2,2,0,6,0,0,0,48714
7,0,11,11,1,7,0,0,1,68228
15,0,14,14,2,15,0,1,7,46845
10,0,3,3,0,10,0,0,0,50252
11,0,19,19,1,11,0,0,5,60935
16,0,15,15,2,16,0,0,1,67056
18,0,24,24,4,18,0,0,4,69144
10,11,22,22,2,13,0,0,7,73447
11,0,11,11,1,11,0,0,6,38555
8,0,7,7,1,8,0,0,3,46746
28,9,55,55,3,29,0,0,23,72828
18,0,22,22,6,18,0,0,8,72698
16,0,6,6,0,16,0,0,0,41095
7,0,8,8,0,7,0,0,6,41304
18,0,20,20,2,18,0,0,11,48476
9,0,7,7,0,9,0,0,0,61778
10,0,15,15,1,10,0,0,2,55816
11,1,23,23,1,18,0,0,7,60886
13,0,13,13,2,13,0,0,6,67274
16,5,36,36,8,18,0,0,23,54479
12,1,16,16,1,13,0,0,4,62983
12,0,38,38,5,12,0,0,11,65371
19,0,54,54,5,20,0,0,6,47608
9,0,12,12,1,9,0,0,1,62511
5,0,5,5,0,5,0,0,4,62680
11,1,7,7,1,12,0,0,2,71760
10,2,14,14,2,11,0,0,2,66118
7,0,11,11,0,7,0,0,4,44461
10,16,31,31,4,15,0,0,10,55715
7,0,9,9,1,7,0,0,4,55484
18,0,15,15,1,19,0,0,3,75369
6,0,12,12,0,6,0,0,0,46564
8,0,13,13,3,8,0,0,2,57581
10,0,10,10,1,10,0,0,3,66058
1,0,0,0,0,1,0,0,0,55655
21,5,29,29,6,23,0,0,7,75229
9,0,12,12,1,9,0,0,3,46424
9,0,9,9,1,9,0,0,3,73725
11,0,4,4,1,11,0,0,0,62451
20,0,16,16,6,20,0,0,2,69226
17,14,40,40,10,21,0,0,8,71620
15,0,18,18,2,15,0,0,3,60554
5,0,3,3,0,5,0,0,0,53359
10,8,26,26,3,12,0,0,16,76040
23,2,18,18,6,26,0,0,2,71923
10,0,11,11,2,10,0,1,5,49959
2,3,2,2,0,4,0,0,1,73826
12,1,15,15,4,14,0,0,6,72449
9,0,8,8,1,9,0,1,0,50130
8,0,5,5,1,8,0,0,0,57853
7,0,5,5,0,7,0,0,3,41244
16,0,14,14,1,16,0,0,4,59642
6,0,9,9,1,6,0,0,0,48536
19,0,26,26,3,19,0,0,0,38934
14,0,11,11,2,14,0,0,3,43341
7,0,8,8,0,7,0,0,0,54428
12,0,5,5,0,13,0,0,3,67225
16,0,7,7,0,16,0,0,0,49848
2,0,2,2,0,2,0,0,0,65320
14,0,9,9,3,14,0,0,0,41355
20,10,35,35,4,23,0,0,12,50021
5,0,7,7,1,5,0,0,3,57942
3,2,13,13,1,4,0,0,0,48427
7,0,4,4,0,7,0,0,3,43250
9,0,7,7,1,9,0,0,0,55847
10,0,4,4,1,10,0,0,0,61729
11,0,8,8,2,11,0,0,2,44430
9,0,6,6,1,9,0,1,3,66149
15,0,10,10,2,15,0,0,2,57641
33,4,34,34,2,35,0,1,8,75338
11,0,17,17,2,11,0,0,4,40039
15,0,11,11,3,15,0,0,5,69337
4,0,4,4,0,4,0,0,3,60445
12,0,21,21,1,12,0,0,12,62791
17,0,9,9,2,17,0,0,1,69277
21,0,19,19,2,21,0,0,0,53308
14,0,20,20,2,14,0,0,5,39998
14,3,34,34,4,14,0,0,12,60505
6,0,6,6,0,6,0,0,0,60694
10,0,4,4,0,10,0,0,1,44570
27,3,59,59,9,31,0,0,15,38666
35,2,57,57,6,36,0,0,8,66009
13,0,18,18,2,13,0,0,16,59910
12,0,17,17,1,12,0,1,3,46475
16,11,36,36,6,19,0,0,14,57802
1,0,1,1,0,1,0,0,0,50161
6,0,14,14,1,6,0,0,1,41215
21,1,21,21,4,22,0,0,6,55907
12,4,13,13,2,13,0,0,2,52064
27,2,25,25,4,28,0,0,3,43081
14,0,29,29,0,14,0,0,4,61669
10,0,21,21,2,11,0,0,4,76011
11,2,24,24,1,12,0,0,8,67365
8,1,7,7,1,9,0,0,5,47719
9,0,5,5,1,9,0,1,0,47488
29,0,16,16,7,29,0,0,1,76087
7,6,61,61,8,9,0,0,16,74182
7,0,14,14,1,7,0,0,3,41112
11,0,8,8,1,11,0,0,0,57894
16,6,22,22,4,18,0,0,9,43017
24,0,39,39,3,24,0,0,4,44974
3,0,1,1,0,3,0,0,0,59514
17,0,28,28,4,17,0,0,0,48963
8,0,10,10,1,8,0,0,3,59986
14,0,7,7,2,14,0,0,0,44677
15,7,32,32,4,25,0,0,11,57797
9,4,12,12,4,10,0,0,0,69170
18,0,37,37,2,18,0,0,10,62707
2,0,1,1,0,2,0,0,0,60593
4,0,3,3,0,4,0,0,0,60602
13,0,35,35,1,13,0,0,12,71576
19,0,9,9,1,19,0,0,2,56929
34,0,38,38,10,34,0,1,2,44737
17,0,17,17,2,17,0,0,4,38421
12,0,12,12,3,12,0,0,8,57546
21,0,21,21,2,21,0,1,10,46632
2,0,5,5,0,2,0,0,0,50326
12,0,6,6,1,12,0,1,2,46931
13,0,8,8,1,13,0,0,2,41052
11,0,13,13,1,11,0,0,6,52223
14,0,10,10,1,14,0,0,8,59454
13,1,13,13,1,14,0,0,2,62944
7,0,15,15,1,7,0,0,4,41143
8,0,9,9,2,8,0,0,2,50237
3,0,4,4,0,3,0,0,1,44925
14,0,15,15,3,14,0,0,2,52332
17,0,10,10,2,17,0,0,2,74242
15,0,22,22,4,20,0,0,4,60653
3,0,2,2,0,3,0,0,0,48932
15,6,23,23,3,21,0,0,7,70948
8,0,5,5,0,8,0,1,5,44626
2,0,2,2,0,2,0,0,0,57457
21,2,17,17,2,21,0,1,5,59897
7,12,26,26,2,11,0,0,12,48872
12,0,33,33,1,12,0,0,18,46663
11,1,18,18,2,12,0,0,9,69061
9,0,6,6,1,9,0,0,3,62616
7,0,8,8,0,14,0,0,2,56978
18,0,36,36,4,18,0,0,12,60482
11,0,7,7,1,11,0,0,2,76207
18,6,62,62,10,22,0,0,24,76196
11,0,7,7,2,11,0,1,2,67173
6,0,9,9,1,6,0,0,2,62915
3,0,2,2,0,3,0,0,0,57985
25,0,25,25,6,25,0,1,10,41003
6,1,6,6,1,7,0,0,3,55880
0,7,2,2,0,0,0,0,0,43106
6,0,6,6,0,6,0,0,0,59405
16,0,8,8,1,16,0,0,3,44544
13,1,12,12,0,14,0,0,2,57735
3,0,3,3,0,3,0,0,5,64138
6,0,5,5,0,6,0,0,5,51239
11,2,29,29,3,12,0,1,3,73740
6,2,4,4,0,7,0,0,2,62434
22,1,45,45,8,22,0,1,18,69243
12,0,9,9,1,12,0,0,1,60531
3,3,2,2,2,3,0,0,0,71946
4,2,5,5,0,4,0,0,0,56459
13,0,13,13,3,13,0,0,5,74120
22,5,24,24,4,24,0,0,12,65254
1,0,0,0,0,1,0,0,0,50155
16,0,48,48,1,16,0,0,22,41221
13,0,13,13,1,13,0,0,4,59627
14,0,26,26,1,14,0,0,11,43324
12,0,7,7,1,12,0,0,0,38951
6,0,2,2,0,6,0,0,0,70529
13,0,6,6,1,13,0,0,2,57976
10,0,12,12,1,10,0,0,2,50384
13,0,12,12,1,13,0,1,0,63589
15,0,20,20,2,15,0,0,3,48782
8,0,5,5,1,8,0,0,0,52281
30,2,50,50,6,34,0,0,5,70469
3,0,2,2,0,3,0,0,0,67180
13,2,23,23,1,14,0,0,7,67211
15,0,18,18,3,15,0,0,9,71806
4,13,14,14,0,10,0,0,7,76165
30,3,75,75,5,32,0,0,22,58899
11,16,31,31,1,16,0,0,15,56688
12,0,9,9,0,12,0,0,4,65085
1,0,1,1,0,1,0,0,0,65314
4,3,5,5,1,5,0,0,4,74060
8,0,9,9,1,8,0,0,4,51379
11,5,23,23,3,13,0,0,8,73600
34,6,90,90,11,35,0,1,24,73591
8,1,8,8,1,9,0,0,7,42299
1,0,0,0,0,1,0,0,0,42108
9,4,9,9,1,10,0,0,3,48881
11,0,17,17,1,11,0,0,2,59864
0,2,4,4,0,0,0,1,2,46690
11,6,7,7,0,15,0,0,1,57675
20,4,65,65,6,22,1,0,9,64078
20,10,32,32,3,25,0,1,10,73711
19,1,21,21,4,20,0,0,6,69212
5,1,5,5,1,6,0,0,2,71585
22,0,38,38,1,22,0,0,2,60560
17,0,9,9,1,17,0,0,0,42019
13,0,6,6,1,13,0,0,0,38592
13,2,11,11,1,14,0,0,4,38603
10,0,13,13,2,10,0,0,3,59975
5,0,5,5,0,5,0,0,3,57764
13,0,11,11,0,13,0,0,0,46781
7,0,4,4,0,7,0,0,2,63498
11,0,17,17,1,11,0,0,0,57867
13,0,19,19,2,13,0,0,2,50295
6,0,14,14,0,6,0,0,0,46882
14,0,9,9,1,14,0,0,2,59676
18,1,27,27,0,19,0,0,8,48693
11,0,6,6,0,11,0,0,0,52390
10,0,9,9,2,10,0,0,6,52001
6,0,8,8,1,6,0,0,1,43375
6,0,5,5,0,6,0,0,1,44987
15,3,19,19,3,16,0,0,6,71917
11,0,7,7,2,11,0,0,0,76074
9,0,4,4,0,9,0,0,0,67300
30,1,54,54,2,31,0,0,11,45679
13,0,12,12,2,13,0,0,0,65194
17,0,11,11,1,17,0,0,0,65205
6,0,3,3,0,6,0,0,2,56799
12,0,4,4,0,12,0,0,0,67240
28,2,21,21,5,30,0,1,12,71857
10,0,7,7,1,10,0,0,1,45739
4,5,21,21,0,6,0,0,8,74031
12,0,9,9,1,12,0,0,3,63649
9,0,14,14,0,9,0,1,8,41330
20,2,47,47,2,21,0,0,10,48442
4,0,6,6,0,4,0,0,1,38840
10,0,8,8,1,10,0,0,0,55822
26,0,32,32,5,26,0,0,1,55721
10,2,7,7,1,11,0,0,3,59835
13,0,30,30,0,13,0,0,14,46550
15,0,27,27,2,15,0,0,11,57624
17,2,27,27,5,18,0,0,8,69352
16,0,20,20,1,16,0,0,9,60420
7,2,10,10,1,8,0,0,3,71754
3,0,3,3,0,3,0,0,0,42159
21,1,21,21,4,22,0,0,6,68933
11,2,9,9,1,12,0,0,4,66722
4,0,3,3,0,4,0,0,1,53423
10,2,8,8,2,11,0,0,2,40951
11,0,19,19,0,11,0,0,6,45137
18,0,41,41,7,19,0,0,2,42854
12,0,16,16,2,12,0,0,6,59138
24,6,25,25,7,26,0,0,19,70236
17,0,19,19,5,17,0,0,8,63047
9,0,5,5,1,9,0,0,3,61393
12,2,78,78,1,14,0,0,33,70376
15,0,55,55,5,15,0,0,12,64864
10,0,12,12,0,10,0,0,9,63296
26,5,45,45,9,28,0,1,16,72273
23,5,28,28,2,24,0,0,11,68770
9,0,9,9,0,9,0,0,3,56197
16,0,18,18,3,22,0,0,4,42914
11,2,12,12,0,11,0,0,0,54303
0,4,2,2,0,0,0,0,0,39361
7,0,9,9,0,7,0,0,3,42617
10,0,13,13,0,10,0,0,4,53563
12,0,9,9,1,12,0,0,4,40712
23,0,28,28,2,23,0,1,0,40483
20,0,20,20,4,20,0,0,5,68873
28,2,30,30,2,29,0,0,3,75413
9,0,6,6,0,9,0,1,0,49171
12,0,8,8,1,12,0,0,0,53472
6,2,21,21,2,7,0,0,7,42706
5,0,3,3,0,5,0,0,0,65988
5,0,2,2,0,5,0,0,0,40603
23,9,46,46,3,25,0,1,11,75502
6,0,4,4,0,6,0,0,4,64676
7,0,6,6,1,7,0,1,3,59169
1,1,2,2,0,2,0,0,2,61282
9,0,11,11,2,9,0,0,4,61113
22,3,39,39,5,23,0,0,11,64975
15,0,12,12,2,15,0,0,3,47063
12,0,7,7,0,12,0,0,0,39270
16,0,16,16,1,16,0,1,3,42805
11,0,12,12,0,11,0,0,2,47123
5,0,1,1,0,5,0,0,0,39330
21,9,29,29,5,23,0,0,7,45026
19,6,15,15,4,20,0,0,6,42945
8,0,6,6,1,8,0,0,0,54352
4,0,1,1,0,4,0,0,0,61053
18,5,22,22,5,20,0,0,14,70327
14,9,93,93,2,15,0,0,35,72222
14,0,15,15,2,14,0,0,4,64736
5,0,7,7,0,5,0,0,0,66633
12,0,8,8,1,12,0,0,4,40743
11,1,14,14,0,19,0,0,0,56075
2,1,2,2,0,3,0,0,0,51916
20,0,89,89,2,20,0,0,6,45204
16,2,29,29,4,17,0,0,3,45195
15,0,20,20,1,19,0,0,6,54170
13,0,10,10,2,13,0,0,2,39283
14,7,34,34,2,17,0,0,3,39112
10,0,10,10,1,11,0,0,3,43499
10,0,7,7,1,10,0,0,5,61271
-1,12,17,17,1,0,0,0,0,66883
19,0,19,19,4,19,0,0,0,70105
57,7,106,106,8,60,0,0,48,68692
22,0,17,17,7,22,0,1,4,72000
16,0,13,13,2,16,0,0,4,75963
5,0,3,3,0,5,0,0,2,64685
6,0,16,16,1,6,0,0,9,64514
17,0,6,6,1,17,0,0,0,75660
12,0,7,7,0,12,0,0,1,42464
17,4,31,31,9,18,0,1,9,71269
15,0,8,8,2,15,0,0,2,62389
9,0,15,15,0,9,0,0,3,49353
0,2,6,6,0,1,0,0,5,75720
4,0,3,3,0,4,0,0,0,44028
17,1,36,36,2,18,0,0,16,66551
24,3,63,63,0,25,0,0,39,68443
20,0,10,10,2,20,0,0,3,50439
3,0,3,3,0,3,0,0,2,63234
8,0,22,22,2,8,0,0,21,51856
8,0,8,8,2,8,0,0,1,65738
30,4,60,60,5,32,0,0,16,53953
1,0,0,0,0,1,0,0,0,54030
2,0,1,1,0,2,0,1,0,45344
22,1,25,25,3,23,0,0,6,39052
8,0,11,11,0,8,0,0,3,61220
24,0,33,33,3,24,0,1,8,70154
15,0,26,26,4,15,0,0,5,75932
